NN	lex_rus	lang	class	lex_nd	erg	gen	dat	PL	first_cons	first_vowel	lex_rus_sem	compound	semantics_KK	semantics_KK_detailed	comm
137	козленок (a) до нескольких месяцев	лак	NA	NA									домашние животные	коза	
137	козленок (a) до нескольких месяцев	арч	NA	NA									домашние животные	коза	
137	козленок (a) до нескольких месяцев	рутл	NA	NA									домашние животные	коза	
137	козленок (a) до нескольких месяцев	цах	3	čepič					č				домашние животные	коза	
137	козленок (a) до нескольких месяцев	цахг	3	čepič					č				домашние животные	коза	
137	козленок (a) до нескольких месяцев	цахц	NA	NA									домашние животные	коза	
137	козленок (a) до нескольких месяцев	крыз	3	ʜäč'					ʜ				домашние животные	коза	
137	козленок (a) до нескольких месяцев	буд	NA	NA									домашние животные	коза	
137	козленок (a) до нескольких месяцев	хин	NA	NA									домашние животные	коза	
137	козленок (b) от неск. месяцев до года	анд	NA	NA									домашние животные	коза	
137	козленок (b) от неск. месяцев до года	чам	NA	NA									домашние животные	коза	
137	козленок (b) от неск. месяцев до года	чамг	3	išan						i			домашние животные	коза	
137	козленок (b) от неск. месяцев до года	инх	NA	NA									домашние животные	коза	
137	козленок (b) от неск. месяцев до года	цез	NA	NA									домашние животные	коза	
137	козленок (b) от неск. месяцев до года	гин	NA	NA									домашние животные	коза	
137	козленок (b) от неск. месяцев до года	бежт	3	t'öq'ä					t'				домашние животные	коза	
137	козленок (b) от неск. месяцев до года	бежх	3	t'öq'ä					t'				домашние животные	коза	
137	козленок (b) от неск. месяцев до года	гунз	NA	NA									домашние животные	коза	
137	козленок (b) от неск. месяцев до года	лак	NA	NA									домашние животные	коза	
137	козленок (b) от неск. месяцев до года	арч	NA	NA									домашние животные	коза	
137	козленок (b) от неск. месяцев до года	рутл	NA	NA									домашние животные	коза	
137	козленок (b) от неск. месяцев до года	цах	NA	NA									домашние животные	коза	
137	козленок (b) от неск. месяцев до года	цахг	NA	NA									домашние животные	коза	
137	козленок (b) от неск. месяцев до года	цахц	NA	NA									домашние животные	коза	
137	козленок (b) от неск. месяцев до года	крыз	3	kʷahär					kʷ				домашние животные	коза	
137	козленок (b) от неск. месяцев до года	буд	NA	NA									домашние животные	коза	
137	козленок (b) от неск. месяцев до года	хин	NA	NA									домашние животные	коза	
138	коза молодая (до 2-3 лет)	анд	NA	NA									домашние животные	коза	
138	коза молодая (до 2-3 лет)	чам	NA	NA									домашние животные	коза	
138	коза молодая (до 2-3 лет)	чамг	NA	NA									домашние животные	коза	
138	коза молодая (до 2-3 лет)	инх	5	išomu						i			домашние животные	коза	
138	коза молодая (до 2-3 лет)	цез	NA	NA									домашние животные	коза	
138	коза молодая (до 2-3 лет)	гин	NA	NA									домашние животные	коза	
138	коза молодая (до 2-3 лет)	бежт	3	šämü					š				домашние животные	коза	
138	коза молодая (до 2-3 лет)	бежх	NA	NA									домашние животные	коза	
138	коза молодая (до 2-3 лет)	гунз	3	šɵme					š				домашние животные	коза	
138	коза молодая (до 2-3 лет)	лак	3	č'ak'u					č'				домашние животные	коза	
138	коза молодая (до 2-3 лет)	арч	4	čama					č				домашние животные	коза	
138	коза молодая (до 2-3 лет)	рутл	3	mɨχ1ɨl					m				домашние животные	коза	
138	коза молодая (до 2-3 лет)	цах	3	k(u)war					k				домашние животные	коза	
138	коза молодая (до 2-3 лет)	цах	3	mɨχ1wa					m				домашние животные	коза	
138	коза молодая (до 2-3 лет)	цахг	3	mɨχ1ɨwa					m				домашние животные	коза	
138	коза молодая (до 2-3 лет)	цахц	3	kɨwar					k				домашние животные	коза	
138	коза молодая (до 2-3 лет)	крыз	NA	NA									домашние животные	коза	
138	коза молодая (до 2-3 лет)	буд	3	küver					k				домашние животные	коза	
138	коза молодая (до 2-3 лет)	хин	3	ʁäč'					ʁ				домашние животные	коза	
139	собака	анд	3	χʷoj					χʷ				домашние животные	прочие домашние животные	
139	собака	чам	3	χʷaj					χʷ				домашние животные	прочие домашние животные	
139	собака	чамг	3	χoj					χ				домашние животные	прочие домашние животные	
139	собака	инх	3	ʁʷ1ẽ					ʁʷ				домашние животные	прочие домашние животные	
139	собака	цез	3	ʁʷ1aj					ʁʷ				домашние животные	прочие домашние животные	
139	собака	гин	3	ʁʷe					ʁʷ				домашние животные	прочие домашние животные	
139	собака	бежт	3	wo					w				домашние животные	прочие домашние животные	
139	собака	бежх	3	wo					w				домашние животные	прочие домашние животные	
139	собака	гунз	3	wə					w				домашние животные	прочие домашние животные	
139	собака	лак	3	kːʷačːi					kːʷ				домашние животные	прочие домашние животные	
139	собака	арч	3	gʷači					gʷ				домашние животные	прочие домашние животные	
139	собака	рутл	3	tɨla					t				домашние животные	прочие домашние животные	
139	собака	цах	3	χʷaː					χʷ				домашние животные	прочие домашние животные	
139	собака	цахг	3	χʷajä					χʷ				домашние животные	прочие домашние животные	
139	собака	цахц	3	χʷe					χʷ				домашние животные	прочие домашние животные	
139	собака	крыз	3	χʷar // χor					χʷ // χ				домашние животные	прочие домашние животные	
139	собака	буд	3	χor					χ				домашние животные	прочие домашние животные	
139	собака	хин	3	pχra					χ				домашние животные	прочие домашние животные	
140	сука	анд	3	geži					g				домашние животные	прочие домашние животные	
140	сука	чам	3	čiba					č				домашние животные	прочие домашние животные	
140	сука	чамг	3	čiba					č				домашние животные	прочие домашние животные	
140	сука	инх	3	čiba					č				домашние животные	прочие домашние животные	
140	сука	цез	3	kača					k				домашние животные	прочие домашние животные	
140	сука	гин	3	kača					k				домашние животные	прочие домашние животные	
140	сука	бежт	3	käčä					k				домашние животные	прочие домашние животные	
140	сука	бежх	3	käča					k				домашние животные	прочие домашние животные	
140	сука	гунз	3	kača					k				домашние животные	прочие домашние животные	
140	сука	лак	3	guža					g				домашние животные	прочие домашние животные	
140	сука	арч	3	guža					g				домашние животные	прочие домашние животные	
140	сука	рутл	3	kuč					k				домашние животные	прочие домашние животные	
140	сука	цах	3	gože					g				домашние животные	прочие домашние животные	
140	сука	цахг	3	gʷaǯä					gʷ				домашние животные	прочие домашние животные	
140	сука	цахц	3	goǯe					g				домашние животные	прочие домашние животные	
140	сука	крыз	3	käč					k				домашние животные	прочие домашние животные	
140	сука	буд	3	kəč					k				домашние животные	прочие домашние животные	
140	сука	хин	3	kač					k				домашние животные	прочие домашние животные	
141	щенок	анд	3	k'unc'ːi					k'				домашние животные	прочие домашние животные	
141	щенок	чам	3	k'us'					k'				домашние животные	прочие домашние животные	
141	щенок	чамг	3	k'unc'a					k'				домашние животные	прочие домашние животные	
141	щенок	инх	5	k'uč'e					k'				домашние животные	прочие домашние животные	
141	щенок	цез	3	k'uci					k'				домашние животные	прочие домашние животные	
141	щенок	гин	3	k'uce					k'				домашние животные	прочие домашние животные	
141	щенок	бежт	3	k'uco					k'				домашние животные	прочие домашние животные	
141	щенок	бежх	3	k'uco					k'				домашние животные	прочие домашние животные	
141	щенок	гунз	3	k'ucu					k'				домашние животные	прочие домашние животные	
141	щенок	лак	3	quda					q				домашние животные	прочие домашние животные	
141	щенок	арч	4	k'onc'ol					k'				домашние животные	прочие домашние животные	
141	щенок	рутл	3	c'ik'y					c'				домашние животные	прочие домашние животные	
141	щенок	цах	3	kučuk					k				домашние животные	прочие домашние животные	
141	щенок	цахг	3	kučuk					k				домашние животные	прочие домашние животные	
141	щенок	цахц	3	kučuk					k				домашние животные	прочие домашние животные	
141	щенок	крыз	3	kurč'					k				домашние животные	прочие домашние животные	
141	щенок	буд	3	kurč'					k				домашние животные	прочие домашние животные	
141	щенок	хин	3	k'ut'a					k'				домашние животные	прочие домашние животные	
142	кошка	анд	3	gedu					g				домашние животные	прочие домашние животные	
142	кошка	чам	3	č'et'a					č'				домашние животные	прочие домашние животные	
142	кошка	чамг	3	ǯedu					ǯ				домашние животные	прочие домашние животные	
142	кошка	инх	3	k'it'					k'				домашние животные	прочие домашние животные	
142	кошка	цез	3	k'et'u					k'				домашние животные	прочие домашние животные	
142	кошка	гин	3	k'et'u					k'				домашние животные	прочие домашние животные	
142	кошка	бежт	3	gedö					g		кошка (самка)		домашние животные	прочие домашние животные	
142	кошка	бежх	3	gedo					g		кошка (самка)		домашние животные	прочие домашние животные	
142	кошка	гунз	3	gedu					g		кошка (самка)		домашние животные	прочие домашние животные	
142	кошка	лак	3	čitu					č		кошка (самка)		домашние животные	прочие домашние животные	
142	кошка	арч	3	gatu					g				домашние животные	прочие домашние животные	
142	кошка	рутл	3	get					g		кошка (самка)		домашние животные	прочие домашние животные	
142	кошка	цах	3	bisiː					b		кошка (самка)		домашние животные	прочие домашние животные	
142	кошка	цахг	3	bisij					b				домашние животные	прочие домашние животные	
142	кошка	цахц	3	bisːiː					b				домашние животные	прочие домашние животные	
142	кошка	крыз	3	gäč					g		кошка (самка)		домашние животные	прочие домашние животные	
142	кошка	буд	3	gəč					g				домашние животные	прочие домашние животные	
142	кошка	хин	3	nin					n				домашние животные	прочие домашние животные	
143	курица	анд	3	ũʔecu						ũ			домашние животные	прочие домашние животные	
143	курица	чам	3	ũča						ũ			домашние животные	прочие домашние животные	
143	курица	чамг	3	oča						o			домашние животные	прочие домашние животные	
143	курица	инх	3	õču						õ			домашние животные	прочие домашние животные	
143	курица	цез	3	onoču						o			домашние животные	прочие домашние животные	
143	курица	гин	3	oʔocu						o			домашние животные	прочие домашние животные	
143	курица	бежт	3	güdä					g				домашние животные	прочие домашние животные	
143	курица	бежх	3	güdä					g				домашние животные	прочие домашние животные	
143	курица	гунз	3	gudo					g				домашние животные	прочие домашние животные	
143	курица	лак	3	a1nak'i						a1			домашние животные	прочие домашние животные	
143	курица	арч	3	ʜeleku					ʜ		родовое название		домашние животные	прочие домашние животные	
143	курица	рутл	3	k'at'					k'				домашние животные	прочие домашние животные	
143	курица	цах	3	k'at'e					k'				домашние животные	прочие домашние животные	
143	курица	цахг	3	k'atä					k'				домашние животные	прочие домашние животные	
143	курица	цахц	3	k'at'e					k'				домашние животные	прочие домашние животные	
143	курица	крыз	3	kɨs					k				домашние животные	прочие домашние животные	
143	курица	буд	3	kɨs					k				домашние животные	прочие домашние животные	
143	курица	хин	3	kukac'					k				домашние животные	прочие домашние животные	
144	петух	анд	3	alkuci						a			домашние животные	прочие домашние животные	
144	петух	чам	3	berekʷ					b				домашние животные	прочие домашние животные	
144	петух	чамг	3	ʜelaku					ʜ				домашние животные	прочие домашние животные	
144	петух	инх	3	ʜeleku					ʜ				домашние животные	прочие домашние животные	
144	петух	цез	3	mamalaj					m				домашние животные	прочие домашние животные	
144	петух	гин	3	guluči					g				домашние животные	прочие домашние животные	
144	петух	бежт	3	mamali					m				домашние животные	прочие домашние животные	
144	петух	бежх	3	mamali					m				домашние животные	прочие домашние животные	
144	петух	гунз	3	ʜeleku					ʜ				домашние животные	прочие домашние животные	
144	петух	лак	3	ažari						a			домашние животные	прочие домашние животные	
144	петух	арч	3	meʟle ʜeleku					m		"самец + курица"	1	домашние животные	прочие домашние животные	
144	петух	рутл	3	dadal					d				домашние животные	прочие домашние животные	
144	петух	цах	3	dadal					d				домашние животные	прочие домашние животные	
144	петух	цахг	3	dadal					d				домашние животные	прочие домашние животные	
144	петух	цахц	3	dadal					d				домашние животные	прочие домашние животные	
144	петух	крыз	3	kupäl					k				домашние животные	прочие домашние животные	
144	петух	буд	3	kupəl					k				домашние животные	прочие домашние животные	
144	петух	хин	3	χuruz					χ				домашние животные	прочие домашние животные	
145	горный козел, тур	анд	NA	NA									животный мир природы	звери	
145	горный козел, тур	чам	3	ɬama					ɬ				животный мир природы	звери	
145	горный козел, тур	чамг	3	čãj					č				животный мир природы	звери	
145	горный козел, тур	инх	3	ãɬe						ã			животный мир природы	звери	
145	горный козел, тур	цез	3	aɬa						a			животный мир природы	звери	
145	горный козел, тур	гин	3	aɬa						a			животный мир природы	звери	
145	горный козел, тур	бежт	3	ãɬo						ã			животный мир природы	звери	
145	горный козел, тур	бежх	3	aɬi						a			животный мир природы	звери	
145	горный козел, тур	гунз	3	ãɬe						ã			животный мир природы	звери	
145	горный козел, тур	лак	3	aw						a			животный мир природы	звери	
145	горный козел, тур	арч	3	bos					b		самец		животный мир природы	звери	
145	горный козел, тур	рутл	3	ʁ1ɨrč					ʁ				животный мир природы	звери	
145	горный козел, тур	цах	3	gadir					g		самец до 4 лет		животный мир природы	звери	
145	горный козел, тур	цах	3	wis					w		самец старше 4 лет		животный мир природы	звери	
145	горный козел, тур	цахг	3	k'on					k'				животный мир природы	звери	
145	горный козел, тур	цахц	3	gadir					g		самец до 4 лет		животный мир природы	звери	
145	горный козел, тур	цахц	3	wis					w		самец старше 4 лет		животный мир природы	звери	
145	горный козел, тур	крыз	3	daʁǯi käl					d		"горный тур"	1	животный мир природы	звери	
145	горный козел, тур	крыз	3	daʁǯi c'ěʕ					d		"горная коза"	1	животный мир природы	звери	
145	горный козел, тур	буд	3	daʁǯu c'äʕ					d		"горная коза"	1	животный мир природы	звери	
145	горный козел, тур	хин	3	ʁɨrč					ʁ				животный мир природы	звери	
146	косуля, серна	анд	NA	NA									животный мир природы	звери	
146	косуля, серна	чам	3	ɬũka					ɬ				животный мир природы	звери	
146	косуля, серна	чамг	3	ɬũnka					ɬ				животный мир природы	звери	
146	косуля, серна	инх	3	ɬunka					ɬ				животный мир природы	звери	
146	косуля, серна	цез	3	reso					r				животный мир природы	звери	
146	косуля, серна	гин	NA	NA									животный мир природы	звери	
146	косуля, серна	бежт	3	ɬigä					ɬ				животный мир природы	звери	
146	косуля, серна	бежт	3	bala					b				животный мир природы	звери	
146	косуля, серна	бежх	3	ɬiga					ɬ				животный мир природы	звери	
146	косуля, серна	бежх	3	bala					b				животный мир природы	звери	
146	косуля, серна	гунз	3	ɬiga					ɬ				животный мир природы	звери	
146	косуля, серна	лак	3	hinta					h				животный мир природы	звери	
146	косуля, серна	арч	3	saku					s				животный мир природы	звери	
146	косуля, серна	рутл	NA	NA									животный мир природы	звери	
146	косуля, серна	цах	3	ǯuwur					ǯ				животный мир природы	звери	
146	косуля, серна	цахг	3	ǯuwur					ǯ				животный мир природы	звери	
146	косуля, серна	цахц	3	ǯiwur					ǯ				животный мир природы	звери	
146	косуля, серна	крыз	3	ǯejran					ǯ				животный мир природы	звери	
146	косуля, серна	буд	3	ǯejran					ǯ				животный мир природы	звери	
146	косуля, серна	хин	NA	NA									животный мир природы	звери	
147	олень	анд	3	belir					b				животный мир природы	звери	
147	олень	чам	3	jič'a					j				животный мир природы	звери	
147	олень	чамг	3	nič'a					n				животный мир природы	звери	
147	олень	инх	3	ɬed					ɬ				животный мир природы	звери	
147	олень	цез	3	ɬid					ɬ				животный мир природы	звери	
147	олень	гин	3	ɬid					ɬ		самец		животный мир природы	звери	
147	олень	гин	3	boɬi					b		самка		животный мир природы	звери	
147	олень	бежт	3	led					l				животный мир природы	звери	
147	олень	бежх	3	led					l				животный мир природы	звери	
147	олень	гунз	3	ləd					l		самец		животный мир природы	звери	
147	олень	лак	3	bu1rni					b				животный мир природы	звери	
147	олень	арч	3	lilmuč'					l				животный мир природы	звери	
147	олень	рутл	3	mixy					m				животный мир природы	звери	
147	олень	цах	NA	NA									животный мир природы	звери	
147	олень	цахг	NA	NA									животный мир природы	звери	
147	олень	цахц	NA	NA									животный мир природы	звери	
147	олень	крыз	3	maral					m				животный мир природы	звери	
147	олень	буд	3	maral					m				животный мир природы	звери	
147	олень	хин	3	maral					m				животный мир природы	звери	
148	кабан	анд	3	zila χunt'a					z		"дикая свинья"	1	животный мир природы	звери	
148	кабан	чам	3	boɬũ					b				животный мир природы	звери	
148	кабан	чамг	3	boɬon					b				животный мир природы	звери	
148	кабан	инх	3	bolhon					b				животный мир природы	звери	
148	кабан	цез	3	ba1ʟo					b				животный мир природы	звери	
148	кабан	гин	3	boʟi					b				животный мир природы	звери	
148	кабан	бежт	3	buʟo					b				животный мир природы	звери	
148	кабан	бежх	3	buʟo					b				животный мир природы	звери	
148	кабан	гунз	3	buʟu					b				животный мир природы	звери	
148	кабан	лак	3	burk'					b				животный мир природы	звери	
148	кабан	арч	3	bo1ʟ'					b				животный мир природы	звери	
148	кабан	рутл	3	dunʁuz					d				животный мир природы	звери	
148	кабан	цах	3	wok					w				животный мир природы	звери	
148	кабан	цахг	3	wok					w				животный мир природы	звери	
148	кабан	цахц	3	wok					w				животный мир природы	звери	
148	кабан	крыз	3	vak					v				животный мир природы	звери	
148	кабан	буд	3	vək					v				животный мир природы	звери	
148	кабан	хин	3	g(ɨ)ma					g				животный мир природы	звери	
149	медведь	анд	3	seji					s				животный мир природы	звери	
149	медведь	чам	3	sehĩ					s				животный мир природы	звери	
149	медведь	чамг	3	sihi					s				животный мир природы	звери	
149	медведь	инх	3	zẽ					z				животный мир природы	звери	
149	медведь	цез	3	ze					z				животный мир природы	звери	
149	медведь	гин	3	ze					z				животный мир природы	звери	
149	медведь	бежт	3	siː					s				животный мир природы	звери	
149	медведь	бежх	3	sih					s				животный мир природы	звери	
149	медведь	гунз	3	sɨ					s				животный мир природы	звери	
149	медведь	лак	3	cuša					c				животный мир природы	звери	
149	медведь	арч	3	χːams					χː				животный мир природы	звери	
149	медведь	рутл	3	sih					s				животный мир природы	звери	
149	медведь	цах	3	syo					s				животный мир природы	звери	
149	медведь	цахг	3	soj					s				животный мир природы	звери	
149	медведь	цахц	3	syo					s				животный мир природы	звери	
149	медведь	крыз	3	sar					s				животный мир природы	звери	
149	медведь	буд	3	sor					s				животный мир природы	звери	
149	медведь	хин	3	psɨ					p				животный мир природы	звери	
150	волк	анд	3	boc'o					b				животный мир природы	звери	
150	волк	чам	3	bac'a					b				животный мир природы	звери	
150	волк	чамг	3	baza					b				животный мир природы	звери	
150	волк	инх	3	boc'o					b				животный мир природы	звери	
150	волк	цез	3	boc'i					b				животный мир природы	звери	
150	волк	гин	3	boc'e					b				животный мир природы	звери	
150	волк	бежт	3	bac'o					b				животный мир природы	звери	
150	волк	бежх	3	bac'o					b				животный мир природы	звери	
150	волк	гунз	3	bɵc'ə					b				животный мир природы	звери	
150	волк	лак	3	barc'					b				животный мир природы	звери	
150	волк	арч	3	jam					j				животный мир природы	звери	
150	волк	рутл	3	ubul						u			животный мир природы	звери	
150	волк	цах	3	ǯanawar					ǯ				животный мир природы	звери	
150	волк	цахг	3	ǯanawar					ǯ				животный мир природы	звери	
150	волк	цахц	3	ǯanawar					ǯ				животный мир природы	звери	
150	волк	крыз	3	eb						e			животный мир природы	звери	
150	волк	буд	3	eb						e			животный мир природы	звери	
150	волк	хин	3	gra					g				животный мир природы	звери	
151	лиса	анд	3	sor					s				животный мир природы	звери	
151	лиса	чам	3	saː					s				животный мир природы	звери	
151	лиса	чамг	3	sari					s				животный мир природы	звери	
151	лиса	инх	3	zor					z				животный мир природы	звери	
151	лиса	цез	3	ziru					z				животный мир природы	звери	
151	лиса	гин	3	zeru					z				животный мир природы	звери	
151	лиса	бежт	3	sora					s				животный мир природы	звери	
151	лиса	бежх	3	sora					s				животный мир природы	звери	
151	лиса	гунз	3	sə					s				животный мир природы	звери	
151	лиса	лак	3	sulč'a					s				животный мир природы	звери	
151	лиса	арч	3	sːol					sː				животный мир природы	звери	
151	лиса	рутл	3	sik'y					s				животный мир природы	звери	
151	лиса	цах	3	sɨ1wa					s				животный мир природы	звери	
151	лиса	цахг	3	sɨ1wa					s				животный мир природы	звери	
151	лиса	цахц	3	sɨ1wa					s				животный мир природы	звери	
151	лиса	крыз	3	sakul					s				животный мир природы	звери	
151	лиса	буд	3	sokul					s				животный мир природы	звери	
151	лиса	хин	3	pšla					p				животный мир природы	звери	
152	заяц	анд	3	ʟ'ank'ala					ʟ'				животный мир природы	звери	
152	заяц	чам	3	č'anʟ'al					č'				животный мир природы	звери	
152	заяц	чамг	3	ʟ'anč'al					ʟ'				животный мир природы	звери	
152	заяц	инх	3	qlẽ					q				животный мир природы	звери	
152	заяц	цез	3	q1a					q				животный мир природы	звери	
152	заяц	гин	3	qiː					q				животный мир природы	звери	
152	заяц	бежт	3	qija					q				животный мир природы	звери	
152	заяц	бежх	3	qi					q				животный мир природы	звери	
152	заяц	гунз	3	qĩ					q				животный мир природы	звери	
152	заяц	лак	3	burχ1					b				животный мир природы	звери	
152	заяц	арч	4	ojomči					o				животный мир природы	звери	
152	заяц	рутл	3	ʁ1ɨr					ʁ				животный мир природы	звери	
152	заяц	цах	3	ʁ1ɨje					ʁ				животный мир природы	звери	
152	заяц	цахг	3	ʁ1ɨjä					ʁ				животный мир природы	звери	
152	заяц	цахц	3	ɢ1ɨje					ɢ				животный мир природы	звери	
152	заяц	крыз	3	ɢur					ɢ				животный мир природы	звери	
152	заяц	буд	3	ɢur					ɢ				животный мир природы	звери	
152	заяц	хин	3	k'izä					k'				животный мир природы	звери	
153	барсук	анд	3	onχːur						o			животный мир природы	звери	
153	барсук	чам	3	mamaša					m				животный мир природы	звери	
153	барсук	чамг	3	mamaču					m				животный мир природы	звери	
153	барсук	инх	3	mamača					m				животный мир природы	звери	
153	барсук	цез	3	birušo					b				животный мир природы	звери	
153	барсук	гин	3	birušo					b				животный мир природы	звери	
153	барсук	бежт	3	miröš					m				животный мир природы	звери	
153	барсук	бежх	3	meruse					m				животный мир природы	звери	
153	барсук	гунз	3	miruš					m				животный мир природы	звери	
153	барсук	лак	3	xːubajsːa					xː		"ночью делающий"	1	животный мир природы	звери	
153	барсук	арч	4	ba1ršu					b				животный мир природы	звери	
153	барсук	рутл	3	mišuχʷar					m				животный мир природы	звери	
153	барсук	цах	4	pɨrsɨq'					p				животный мир природы	звери	
153	барсук	цахг	4	pusruq'					p				животный мир природы	звери	
153	барсук	цахц	4	pɨrsɨq'					p				животный мир природы	звери	
153	барсук	крыз	3	t'iš					t'				животный мир природы	звери	
153	барсук	буд	3	t'uš					t'				животный мир природы	звери	
153	барсук	хин	3	č'imiš					č'				животный мир природы	звери	
154	зверь пушной (ласка, куница, белка)	анд	3	darɢʷa					d				животный мир природы	звери	
154	зверь пушной (ласка, куница, белка)	анд	3	sarʟ'u					s				животный мир природы	звери	
154	зверь пушной (ласка, куница, белка)	чам	3	jeʟ'ʷ					j				животный мир природы	звери	
154	зверь пушной (ласка, куница, белка)	чамг	3	reʟ'u					r				животный мир природы	звери	
154	зверь пушной (ласка, куница, белка)	чамг	3	meseχːu					m				животный мир природы	звери	
154	зверь пушной (ласка, куница, белка)	инх	3	maduʟa					m				животный мир природы	звери	
154	зверь пушной (ласка, куница, белка)	инх	3	k'uʁu					k'				животный мир природы	звери	
154	зверь пушной (ласка, куница, белка)	цез	3	maduʟi					m				животный мир природы	звери	
154	зверь пушной (ласка, куница, белка)	гин	3	maduʟa					m				животный мир природы	звери	
154	зверь пушной (ласка, куница, белка)	бежт	3	izmat'o						i			животный мир природы	звери	
154	зверь пушной (ласка, куница, белка)	бежт	3	k'oː					k'				животный мир природы	звери	
154	зверь пушной (ласка, куница, белка)	бежт	3	č'eq'i					č'				животный мир природы	звери	
154	зверь пушной (ласка, куница, белка)	бежх	3	izmat'o						i			животный мир природы	звери	
154	зверь пушной (ласка, куница, белка)	бежх	3	k'oho					k'				животный мир природы	звери	
154	зверь пушной (ласка, куница, белка)	бежх	3	ciq'i					c				животный мир природы	звери	
154	зверь пушной (ласка, куница, белка)	гунз	3	ə̃zbat'u						ə̃			животный мир природы	звери	
154	зверь пушной (ласка, куница, белка)	гунз	3	k'o					k'				животный мир природы	звери	
154	зверь пушной (ласка, куница, белка)	лак	3	tːarq'ʷa					tː				животный мир природы	звери	
154	зверь пушной (ласка, куница, белка)	арч	4	tunʟ'					t				животный мир природы	звери	
154	зверь пушной (ласка, куница, белка)	арч	4	šːibuχːal					šː				животный мир природы	звери	
154	зверь пушной (ласка, куница, белка)	рутл	3	tüky					t				животный мир природы	звери	
154	зверь пушной (ласка, куница, белка)	рутл	3	sɨrɨc'al					s				животный мир природы	звери	
154	зверь пушной (ласка, куница, белка)	цах	3	sok // syok					s				животный мир природы	звери	
154	зверь пушной (ласка, куница, белка)	цах	4	sulec'man					s				животный мир природы	звери	
154	зверь пушной (ласка, куница, белка)	цахг	3	sok					s				животный мир природы	звери	
154	зверь пушной (ласка, куница, белка)	цахг	3	sirac'a					s				животный мир природы	звери	
154	зверь пушной (ласка, куница, белка)	цахц	3	syok					s				животный мир природы	звери	
154	зверь пушной (ласка, куница, белка)	цахц	4	syuric'ma					s				животный мир природы	звери	
154	зверь пушной (ласка, куница, белка)	крыз	3	ǯěk					ǯ				животный мир природы	звери	
154	зверь пушной (ласка, куница, белка)	крыз	3	dälä					d				животный мир природы	звери	
154	зверь пушной (ласка, куница, белка)	буд	3	čok					č				животный мир природы	звери	
154	зверь пушной (ласка, куница, белка)	хин	3	k'unk'ut'a					k'				животный мир природы	звери	
154	зверь пушной (ласка, куница, белка)	хин	3	delä					d				животный мир природы	звери	
155	мышь	анд	3	hink'ːu					h				животный мир природы	звери	
155	мышь	чам	3	hek'ʷad					h				животный мир природы	звери	
155	мышь	чамг	3	hek'ača					h				животный мир природы	звери	
155	мышь	инх	3	ãq'ʷa						ã			животный мир природы	звери	
155	мышь	цез	3	aw						a			животный мир природы	звери	
155	мышь	гин	3	aq'ʷe						a			животный мир природы	звери	
155	мышь	бежт	3	ãq'o						ã			животный мир природы	звери	
155	мышь	бежх	3	aq'o						a			животный мир природы	звери	
155	мышь	гунз	3	ãq'u						ã			животный мир природы	звери	
155	мышь	лак	3	k'ulu					k'				животный мир природы	звери	
155	мышь	арч	3	noq'1on					n				животный мир природы	звери	
155	мышь	рутл	3	q'1ul					q'				животный мир природы	звери	
155	мышь	цах	3	q'1ow					q'				животный мир природы	звери	
155	мышь	цахг	3	q'1ow					q'				животный мир природы	звери	
155	мышь	цахц	3	q'1ow					q'				животный мир природы	звери	
155	мышь	крыз	3	q'al					q'				животный мир природы	звери	
155	мышь	буд	3	q'al					q'				животный мир природы	звери	
155	мышь	хин	3	nuk'ur					n				животный мир природы	звери	
156	еж	анд	3	onži						o			животный мир природы	звери	
156	еж	чам	5	ʜužruq'					ʜ				животный мир природы	звери	
156	еж	чамг	3	ʜužruq'					ʜ				животный мир природы	звери	
156	еж	инх	3	ʜužruq'					ʜ				животный мир природы	звери	
156	еж	цез	NA	NA									животный мир природы	звери	
156	еж	гин	3	ʕužruq'					ʕ				животный мир природы	звери	
156	еж	бежт	3	q'unduz					q'				животный мир природы	звери	
156	еж	бежх	3	q'undubuz					q'				животный мир природы	звери	
156	еж	гунз	3	q'unduz					q'				животный мир природы	звери	
156	еж	лак	3	cːac-k'ulu					cː		"колючка + мышь"	1	животный мир природы	звери	
156	еж	арч	3	caclin gatu					c		"колючая кошка"	1	животный мир природы	звери	
156	еж	рутл	3	ʁ1ɨllɨnc'					ʁ				животный мир природы	звери	
156	еж	цах	4	kilypiky					k				животный мир природы	звери	
156	еж	цахг	3	kirpiky					k				животный мир природы	звери	
156	еж	цахц	4	kirpiky					k				животный мир природы	звери	
156	еж	крыз	3	q'üʁěr					q'				животный мир природы	звери	
156	еж	буд	3	ǯaʕǯu					ǯ				животный мир природы	звери	
156	еж	хин	3	c'ɨzašχer					c'				животный мир природы	звери	
157	птица хищная (орел, сокол, ястреб)	анд	3	c'ːun					c'ː				животный мир природы	птицы	
157	птица хищная (орел, сокол, ястреб)	анд	3	qačirʁa					q				животный мир природы	птицы	
157	птица хищная (орел, сокол, ястреб)	чам	3	s'ũj					s'				животный мир природы	птицы	
157	птица хищная (орел, сокол, ястреб)	чам	5	aχaša						a			животный мир природы	птицы	
157	птица хищная (орел, сокол, ястреб)	чам	5	ercim						e			животный мир природы	птицы	
